id	username	text	label
2067442886ec45fbbfd1772f2a651187	Northidahonews	"Kootenai County Sheriff and Forest Service Law Enforcement in route to the area of 612 and 406 for a lost or injured hunter.

Report of an elderly male that shot a deer, wounding it so he followed it down and embankment. 

Nobody in the party has heard from him since but they keep hearing gunshots from way down the hill. They are unable to reach him.

#NorthIdahoNews
Post Sponsored by: East County Guns Inc.
East County Guns, Inc.
In Coeur d'Alene at Government & Appleway
www.eastcountyguns.com"	0
132cbe5dd63947a0bf3b961f0a963ad6	Gregusp	"This little maggot should be skinned alive to die slowly. Freak! 

El Paso Shooting: At least 10 Dead, Police Walk Back Claims of Multiple Shooters, Gang-Related Terrorism"	1
f147caeecfc0435680822853aefe47d6	larryward	"Democrats are ignoring or defending the most radical criminal activity because they think the end justifies the means of getting rid of Orange Man Bad. 

They are willing to burn the country and destroy America so Trump stops tweeting. 

They are deadly wrong."	1
69a494673b0e4aeead7a426983789ccd	PatHou	"Can anyone identify this witness? 

That guy was bragging that they spent 100K at a wedding and that they should be able to do whatever they want. He was standing in the hall taunting women. @fbi @WillardHotel @SecretService @realDonaldTrump"	0
5035f8acf8cc49fa9c7258e44bc2cabf	JimLin	There are just too many educated ignorant people in positions of authority in this country. Vote these people out in November.	1
8750e2a865a2409ca4fd2ef4a0ab811f	Vjflorio49	"About time our side ""infiltrated"" a liberal inner sanctum."	0
50ff4413bd8b4ffca1a1f79b1e493976	Martincito	"lol I guess I need to start watching Fox BUSINESS more  

#sidneypowell #maga #trump2020 #wewillwin"	0
d0842933663b4567aa90f9600efecce7	EASLAT	(TAP PICTURE FOR FULL VIEW OR TO COPY.  COPY AND PASTE TO SHARE! ) 	0
04ad47eb9c694a27829913c5b3ba4fba	Sbtaylor5559	"He is a SICK MAN & Folks turn their heads in this too! Satan is Very Visible!

EXCLUSIVE SOURCE: Biden Daughter's Diary Details 'Not Appropriate' Showers With Joe As Child - National File"	1
07800718bb5c4fc78955a6e8dfc2b981	ElonGold	#CNN is so gay - blacks who hates whites marry them so they can hate fuck them 	1
8af75ff7752d4adf9d0df567d746031d	Clearskies	Excellent!!! Hes doing it! Getting rid of the DeepState/Cabal puppets WHO. Now kick the United Nations out of our Country!!!	1
71d853a6ff3146998e7a073673f4bdac	Toolmaker999fine	Why would anyone vote for a corrupt shitter like Biden when he belongs in GITMO?	1
c5f5bbb4650f4c66ae5a5258fc45dab1	DancrDave	'This is a Direct Threat - Serious Action MUST be Taken NOW!' - President Trump Demands Schumer be Punished For Threatening Gorsuch and Kavanaugh	0
1833e5feceec47ea994bb8cbbaabce8b	TheTrumpDoctrine	Intel drone light show!! 	0
c1695e7640844a1c8dba0f9dcd6787ca	Immigrant	Donald Trump is Caucasian, Barbara Streisand is a Semite, so following accepted social media doctrine this makes her a racist and this is hate speech. We call on all Social Media Platforms to ban Barbara Streisand for hate speech #hatespeech #stopthebias #deplorables #rolltide	1
41021e982309434fb3f5c5296e178634	Kschulkins	"I feel as though I can write things in here that I cannot on FB. Those is what has bothered me a great deal today. 
On a church steps were written black life matter. This sadden me and angers me. Do they not know and understand what the BLM movement is about. Its not about black lives mattering. It is about fascism its not about family or saving the lives of black people. 
I was very upset to see these words a church steps. 
These are end times the separation of sheep and goats. Those who truly accept the Lord Jesus as Savior and Lord and those who think good works and being a good person is going to get them into heaven."	0
ecb2b8b3a04d4f3abc176817b8ea49ce	Iamnirha	"Wtf?? F*ck trump  
Donald trump is a white supremacist, if you vote for him again youre a white supremacist"	1
a781e55f6ed0407fa5030e0b1be32066	Klonokid	Trump Admin Bans Critical Race Theory Trainings At Federal Agencies	0
c08690825d69439299d20656b754aece	191powm	MAYBE WE SHOULD START IMPEACHMENT PROCEEDINGS..	0
069a525609394784b7a4e9dacbf90af0	Irishouse38	"Too little too late !
I pray for our country 
This election the way it happened should have never been the way it happened 
They looted and lied and hoaxed and forced their agendas down POTUS and our throats! And we never knew what hit us until it was too late! Or did we ! I am so sick about it all! Now they are throwing back Covid on us another smokescreen! And that Phoney Fauci who I have despised since the attack conferences last spring! 
We must win back President Trump and the Senate. God help us!"	1
46c5bab4ca6c4ab8b9671107a45a6710	RealWARCHICK	"4 times you've hauled these limpdicked commies before Congress for their MULTIPLE FEDERAL CRIMES, and done NOTHING but give grand speeches. 

They gave aid and comfort to the enemy. That is TREASON."	0
47ca3d924da2407abffc4674aa75ca4a	HellsAngel	A #women? They sure grow up ugly in the northwest!!!	1
782aad89bcfc49e2b2d63fcd8d4f125c	Frazierat	GOD IS REVEALING TRUTH AND THOSE THAT ARE HIS WILL RECEIVE AND ACT ON HIS TRUTH	0
939822fdaf9b4b03bc40a601de6bb79f	Jojoswa	Release the Kraken!	0
06105fc7f89c4488a585c5c2c6813e85	BidenCanGTH	"Chuck Schumer: Were Nothing If Were Not a Nation of Immigrants

Kill them all"	1
9a2bbc2f09454bd08d8663f27966845f	vladtepes1451	"Scaramucci ( the rat) just called all President Trumps supporters a cult.
Micky Mouse wannabe should keep his snout shut. PO..."	1
c274d3f8d9f54aa5b4a830a3c0f26347	Andrewlyndon440	"~ Action 7 ~ Savanah Hernandez ~ SUBSCRIBE ~ August 05, 2020 ~ 09:09 ~

ANTIFA Group Posts Plans To Build Deadly Weapons in ATX. - 39,615 views

Action 7 goes undercover to investigate a local ANTIFA group called ""Peace In Austin"". The group who held a protest supply drive and building time was exposed for trying to build dangerous weapons to be used at protests.

The Reopen America Back to School Special is now live! Save up to 60% on our most popular items!"	0
c3795cbef8614ba89678a9756d11743f	Cadu1995	DEMONCRAPS r lying scum.	1
458cb8e036934b67826dba8414c506f0	Badlittleself	Democrats will continue to lie, lie, lie.....Democrats are the most corrupt, criminal creeps that ever walked.	1
c564b094c32e4b368e54bf6bc2dd3800	Lroth047051674899	"Portland protester charged with pointing 'high-powered laser' into officer's eye

Explore the Fox News apps that are right for you at 

morons!!! a bunch of white morons!! antifa has an army of dumbass white middle class twits who have no freaking clue about what they are doing! throw em in prison.. they are going to realize what it means to loose their ""FREEDOM""! maybe than they will appreciate the amazing country they are in!!"	1
a5e295d8dbbd4dfc8082448249afd531	RupertScott	Sudanese and Eritrean cowards running away to EU should be forced back by their countrys Armed Forces. Dont like it? Change it! We Europeans had 2 World Wars in 20th Century to create OUR homelands. Cowards! CREATE YOUR OWN COUNTRY! Many of my English & Scottish ancestors lost their lives for me and my fellow Britons, not for Africans!	1
81364bb9762748b69ed63712958e62c6	Jkuethe	Ex-civil rights activist says Black Lives Matter using 'low-income black America ... to promoteinsurrection'	0
197d278130fd4d0a8b3c0a8d40f8ee66	Hunt4TheTRUTH	#DigitalSoldiers #QPatriots #teamtrump2020 WE WILL WIN. DO NOT GIVE UP! IF YOU FEEL LIKE YOU ARE NEARING THE END OF YOUR ROPE... TIE A KNOW AND REMEMBER THERE IS NOTHING AS BAD AS US!	0
a50b74a4be3a4209b51cc7f9b4b8ef5e	JesseicaT	"Some people did something....this comment infuriates me!
Yes, they are called Muslim terrorists .... 

#NeverForget "	1
665fb61f07eb47af88d8891c3edc1bc0	devilsnight	The mainstream media is biased by OMMISSION.	0
a42ad3b5ce5a486f827cf11d1ac6ce4e	PjAk	Its RINO! Say it! Republican In Name Only! RINO, Lisa Murkowski!! R.I.N.O.! There is no H! Unless shes in a Jim Carrey movie! 	0
faf81b3763fd4c7c8b68ae1843d6a728	PepeCool	"The roots of racism against blacks and Native Americans/Latinos, can be found in the Torah. In the 28th chapter of the book of Deuteronomy, of the Torah, it describes how if the Israelites broke certain commandments, God would allow numerous curses to come upon them. The Torah states that these curses would be a sign upon the Israelites and their descendants forever. This means that the curses help us identify those who are Israelites are today. What are some of the curses that would identify the Israelites?
And the LORD shall bring you into Egypt again with ships, by the way whereof I spoke to you, You shall see it no more again: and there you shall be sold to your enemies for slaves and bondwomen, and no man shall buy you ( Deuteronomy 28:68)."	1
e78e67031acb41678d76278b561755d2	M_giabardo	DEMOCRATS LOVE THE POOR SO MUCH THAT EVERY TIME THEY GOVERN THE NUMBER OF THE POOR INCREASE !	1
1ce42784ea104d488702d009e63427fc	1DRACARYS	THANK YOU PRESIDENT TRUMP 	0
3d11a5344936409cb758532d7149a082	Bullwinkle2	When Kamala (whore) Communist gives an interview, wouldnt it be great if the interviewers first question is  do you swallow  ? That one question would just about finish her political ambitions.	1
ee883fdf78e74f0f8fc547fb4021f520	Kdm564	Ginsberg is dead ! May this dirty Communist burn in hell ! Im so happy shes gone, and no longer stain the Supreme Court. I hope she was in pain and agony 	1
15a68c57a7c542f191a579924f0cec30	Fatdaddy846	Guess BLM doesn't exist anymore since election over....haven't seen those hideous ADS since Nov 3	0
62668d18454f4bd597f6a71b09b6a6f2	Seanchaidh	"The Supreme Court Just Turned A Law To Protect Women Against Them
WHATS SHOCKING IS THAT THE 3 FEMALE JUSTICES RULED AGAINST WOMEN & 3 MALE JUSTICES WROTE IN DECENT"	0
cba7e3acd8c84077bf62b9a218f3e735	Vonnahusby	Biden In Debt To Communists  Exposed For American Betrayal  We The People Daily	0
671d2cc8f7094e3b918c936a00c01a55	Sidnistandard	Hard watching the tech hearing yesterday. The people in congress dont seem to know how technology works and which company was which... #draintheswamp	0
4961b363d7914aa8bbf6f40e7462c8f4	Fletch4863	OK DOCTOR ASSHOLE NOW REVEALS THE CURE HUH? 8 MONTHS LATER? NO NEED FOR ANY FUCKING SHUTDOWN OF ANY BUSINESSES DITCH THE MINI-BURKA! BACK TO DAMN NORMAL..LORD FORGIVE MY CURSING PISSED! WE LET THESE PEOPLE RUIN AMERICA OVER A CURE IN OUR CABINETS!!!	1
177c6cb4d5684b42880674a30db9f875	HarrisonA	Coronavirus has crippled the illegal drug trade and is costing the Mexican cartels millions of dollars as they get caught moving stock and bundles of illicit cash.	0
3fe582f7ba5a4fff808046c7e17ca684	Stuckonpaint	These thugs are not peaceful, and their intent is evil.	1
bfe6f8d744fe49b9bd1c21e16ea1bcae	DavidIrvine1	If only there were a group of proud aryan men in brown shirts to clean up these communist scum.	1
792b6101aedc45a5868321112545d023	SunTzuPing	Michael Savage is 100% CORRECT HERE! WERE HEADING INTO THE SECOND REVOLUTION! MARXIST COURTS JUDGES & LAWYERS ARE RUNNING OUR COUNTRY USURPING YOUR POWER WHILE OVERRIDING OUR CONSTITUTION & BILL OF RIGHTS! THESE MARXIST MUST & WILL BE STOPPED! youtu.be/_B_Op1szIyQ	1
926f8c62689545068955c0005aa16315	Jinx35	Everyone has a story. Boring. Yes boring. They push these false narratives. If there isn't more black doctors, it's because blacks aren't choosing medical school. Yes we have a fair system, but you have got to want to succeed and work to succeed. Maybe they don't want to be doctors. More money to be made in sports. #ReparationsNotTheAnswer	0
48c6f12077554ff3800ffe7efbc4938e	Billyb4775	He is the devil	1
6343d1d39f76421c95c29615387ac89b	Peter106	Welcome. I hope youre well. Im looking forward to your insights.	0
e6a285fa47b448d2b7506cfe723ead41	AlinaDelosangeles1	"The Beach Boys - Kokomo (1988) - YouTube 

NICE WORK IF YOU CAN GET IT !!!!!!!!!!"	0
96188f1d6a3d4359bf521cb9f2792a4f	TraderMD	"What COVID?

CA REPORTS 5,442 HOSPITALIZATIONS, DOWN 19.4% IN LAST 14 DAYS

CA SAYS LATEST CASE COUNT INCLUDES BACKLOG FROM DATA DELAY"	0
531934bae06f4f2c8b5102dd9ad273e1	donotforget911s	CNN finally cracks down on Gov. Cuomo's nursing home controversy after giving anchor's brother softball treatment	0
736c75b7596c4fbcb19ed90a009f1cfc	UselessLiberal	"Turning To Violence ...

Is Not Something You Do ...

If You Are Expecting To Win An Election.

It Is Axiomatic.
."	0
0e29ab2e72034a31a49ad0532d0f74d7	VeneraUsaAz	"THIS WAR IS OURS
DEMOCRATS ARE COMING WITH THE GUILLOTINES TO OVERTAKE AMERICA AND THE PLANET!"	1
de6c9ee12daf48c5b68d5be4572e18e9	Tobyray6371	I hate Muslims. I hate democrats, they are the first targets	1
589f46665c1e4da88ded1ff6b440cfa2	Meheaney	Whilst these people interfere with politics, churches are being burnt down, crucifixes are being torn down - and the Christian Faith is being replaced with islam.	1
264ab5de623c47069c4475bdb6b1928b	CounterGlobalist	Senate Demands Hunter Biden Turn Over Bank Records, Wire Transfers, Account Balances And Travel Records By Friday	0
00eb7cf2aade425c892c9bde084f8da2	DiMaK	Chris Cuomo Attempted To Criticize Trump Economy Using Obama-Era Data	0
ac5cf483f9774bcc9629151457d1237a	Reddog1776	"Must See!... Mark Levin UNLOADS on the Schiff Sham: ""We Need the Whistleblower to Testify, We need Schiff to Testify because the Whole House of Cards Will Collapse""."	0
9de33325112b404b884f6f3eaee7487c	Todayintheport	The argument that all Trump supporters are racist, bigoted, nazis is not based on science. Trust the science.	0
d8722020c0d047daa3fee6d7e2311a0c	Kenthornback1966	TROLL ALERT !! ECHO AND BLOCK!!!	0
8696c4be48eb4986a8285e59e7611091	andrewng	"Malaysia

MCA denotes Make Malaysian-Chinese Angry

Now, Wee Ka Siong tries to sabotage the Penang state government & sell out the ethnic Chinese through & through.

You may judge it for yourselves."	0
b17b6e191669472388a91c9a08d00db0	TrumpGirl1975	Do they really think trying to shut us down again is going to stop what is coming or keep them safe from the wrath of Trump and the DOJ once this all comes out?! You can try to lock us down or up but you won't shut us up or lock us up! We the people have had enough of all of your lying, scheming, treasonous pay to play BS!!! Silent majority is silent no more! Finish flushing the toilet Mr. President! We the people have had enough. Time to dust off the gallows. Better yet, let's get those gulliotines Obama had planned for us and start using those! Cut the head off the devils minions.	1
8a0cf40adcce4901b929d7efd748e577	Ppf555	I just joined Parler! Looking forward to meeting everyone here.	0
57b545ca97834280b9480570c111105d	Milo	THIS HAS BEEN A PUBLIC SERVICE ANNOUNCEMENT ON BEHALF OF THE GOOD LORD ALMIGHTY. WE THANK YOU FOR TUNING IN	0
b22bfd82ed1447f48650bbdc4033b15b	ExiledSpirit	"PARLER VRGN,.brand NEW to ThS Place,. Am REALLY hopin To see some good Improvents and a MASSS EXODUS From BigTEch Surveillance Grids FB/TWITTER To An Actual PRO AMERCAN, PRO FREE SPEECh ACTUAL LEGTMATE PLATFORM n STRIP EM of All ThER POWERs OVER Our NATiONs/GENERATONs WARPEd fROM ThER CRRUPT EVL SOCAL ENGNEERNG,
MUCh LOVE YALL, 
UNdERGROUNd NATNs SGNNG ON#1776WORLdWdEbAbY
~XLd"	0
f43376a2ad31430ab47be4417cae094d	EdwardsUnlimited	Kamala Harris and Joe Biden you are entitled to your own opinions but NOT your own FACTS!! LOL	1
2fb85cd9f539428fac063d6f536f7246	K9Sheps	These people and their Climate Change lies are the number ONE reason that so many Californians have lost their homes and loved ones to massive wildfires for YEARS. Greenies, refusing to allow responsible culling of trees, deadwood and brush are THE reason! Even if a member of Antifa lit this latest monster, it is STILL the Democrat's fault, for REFUSING to end the riots and violence! Like every OTHER tragedy, this lies squarely in the Democrat's laps!	1
d5c78340d920404fa3a61e1fccc90f22	KenRuss2828	From the First Page, Judge Gleesons Brief Against Flynn is a Travesty - American Thinker	0
f8ac6bbbda26450c9ed4d3512019d1cd	doutingthomas1	"New Trump Ad Broadcast During World Series
Genius"	0
57246c8990ea45d2aa9867699e19faf3	RickMarino6560829094	"Trump Rallies poppin up all over the country
"	0
aba7924ecafb4b08909a5c8fba0b0502	FinnsMom	"""Battle for the Soul of the Nation."" 
What pathetic hypocrites! The soul of the nation is God. The same God the dems are trying to take out of our lives. They sold their souls to satan. Why else would they demonize everything good and endorse evil through hatred, lies, terrorism at any degree, canonizing criminals, and violence? Vote and pray! "	1
5e5fd4962c604b5ba98a887e7ad5b5fe	weasespieces	"We will eat you ass alive if this is a Pelosi stunt...

JS

I dont trust hardlyany of em"	1
9ec63a77e14145fcb855c0c6e0762db7	DocHoliday1881	"Bubba Wallace Is Just A Waste Of Time.... He's History!!!!..

Bubba Wallace Will Always Be REMEMBERED AS A VICTIM OF A ""RACIST HOAX"" THAT ""ONLY HE CREATED AGAINST WHITES""."	0
df5b03b37c9a4e148018c6b8c5f71fc8	Kaizerkon	"It never ceases to amaze me when the same people who wish to see ""equality"" among the races then go and act as if minorities need them to achieve said ""equality"" like a faux-benevolant Ubermensch preciding over an perpetual Untermensch."	0
2edb6d4720a54c178a6f2accbc9e4325	UnoMasUnoPatriota	"Stop the lie

    "	0
d686f69f7ece4dbfaa282c0f6543f94c	DawnM1Dm	"Masks are for the Plebes, not the ruling class elitist such as Nancy Pelosi
We need to send the Left elitist a clear message:
We will Not be Conditioned, and We will Not be Controlled by Fear.
I refuse to wear a Mask, I refuse to live my life in fear of a lab created CCP virus."	1
6d29ebe9aed843d8bab92126946053be	Juliet777777	"""The US Constitution Is Hanging in the Balance Here"" - Rush Limbaugh Lays Out Historic Significance of Texas SCOTUS Lawsuit"	0
25802e5766de4e289a9e27058ad6b333	Jillosophy	TV Crew Attacked While Covering Philadelphia Riots	0
0f155c9e2f484cce878738ad922531d8	F78pbass	THE DAILY MAIL BLOCKED ME !!	0
a04c58537f914773bfc127f6774bfe31	Leftygolf2920	MORE BULLSHIT from fucken Aussie and Samoan GLOBALIST scum with the SCAMDEMIC!!! FEAR AND MORE FEAR and the LIES about this BULLSHIT SCAM are creating more PANIC in the pacific!!! For fuck sake, WAKE UP SHEEPLE, the SCAMDEMIC is a LOAD OF BULLSHOT	0
6e016f7920df4e319810fe551e9eb2c0	Rmschwartz	Chk out the Mitch Show.	0
889273702e8243fbb25d67c675920295	Gayle7753	Host Who Replaced Shepard Smith On FOX News Gets Double Digit Increase In Ratings	0
6e9330d704a2495dac577c24b35e26e3	countrygamer	This prosecutor lady is a the true RACIST! you can see the evil in her eyes. She is nothing but scum and a waste of space on this earth.	1
5caf9105bf94474094723bd19c89eeff	Chopperhardtail	Yep pork for everybody but American taxpayers	1
aea5518c449e48b8a8292806f5a08076	Winstonsampson11303	Man Accused of Sick AutoZone Employee Stabbing Allegedly Said He 'Felt the Need To Find a White Male To Kill'	1
daa7e94808ea44e78f650525684f2e66	chucknellis	"BREAKING NEWS!!!
Donald Trump has pardoned General Michael Flynn right before Thanksgiving!!!
"	0
f7214b1594784f29a206635350d78046	Drk7699	Fuck this guy in his stupid ass.	1
003089ca8918492eb04956c584d3fef1	MontanaHuckleberryHound	"Attention #maga #maga2020 #kag #trumpsupporters #trumpsupporter #proudboys #voteredtosaveamerica #republicans and all the rest of you #cultmembers 
The tubby orange turd lost. Rejoin #america or be treated as traitors 

#americaortrump"	0
2901515e779d422da659e9e0d4790991	DLunceford67	It does seem a little odd??	0
2839fcda5a87406d9eb420f20f858513	Kingdomprepare	"Post #96 WHAT IS NEW WORLD ORDER? Part 3. A detailed explanation.

New World Order"" is a phrase to describe the uniting of the worlds superpowers to secure and maintain global peace. World leaders are looking forward for world peace. Much talk in media, TV shows and music all promoting for humans to enteri into a ""new era and the establishment of a New World Order.

The Bible reveals the true intentions of the #NWO. It is the agenda to gain economic control of the world monetary system. The #Bible prophesizes in the last days, the antichrist will be able to track and control all financial transactions. This is where #blockchain technology will come into play and be used to do the tracking and controlling. No one is able to buy or sell anything unless he has the mark of the beast. [Rev 13:16-17]

Refer to post #94 #93

#NWO #church #endtimes #bible #christian #Jesus #JesusChrist"	0
0b19c0dd1b9c4d20b66041a552838d9f	Jordantim2003	I have to say that everyone on here trying to sell there goods is getting annoying. Our country is collapsing and you want to capitalize on it. I get it, but enough.	0
9cdb3d4bc15441bc82a16c8e38760d39	MattSantillanes	You're a brainwashed MORON if you agree with forced masking at this point. Yet another family banned from an airline because a baby wouldn't listen. And if you voted biden you voted for this too along with communism and permanent rolling lockdowns. Shame on you.	1
6fb578c3527a4a39b6d5c2a53a26e82d	RichLDNRD	"Red Pilled Patriot Style!

Can I get an Echo??

Rich got ur 6."	0
592d4cf8d26e4dec96cd266cebbcd29e	ProudAmerPatr	Texas Republican Uses Legal Precedent To Pin Down Mueller on 'Unique' Trump Investigation	0
9bf19fb9ca494a849cfdb6dd2bbfff64	LouietheManx	How To Get Your High Schooler A College Degree At No Or Low Cost	0
d936ff121add48c1bfa3b92b418e2895	JuliusEbola	"It's irrelevant to white victims why black crime rates are as high as they are. Nobody is going to say ""it's okay that my 5 year old son was shot in the head by my vibrant neighbor because I'm atoning for slavery."" All that matters is that the rate is higher unless our ruling class seriously thinks it can ask people to be literal human sacrifices for their lunatic political religion. We can argue about systemic racism, social construction, and IQ all day, but it's irrelevant unless we think the state no longer has an obligation to protect citizens. And even if it was true that blacks commit armed robbery and can't do algebra because they didn't have black Barbie dolls or whatever the fuck, how does the left think that forcing black violent crime on white communities will end ""racism?"" Isn't it obvious that forced integration will increase it? If racism really is our biggest problem, forced racial integration isn't the solution to it. It would only compound the problem"	0
f68492ecf6734a3cb00debf012960bda	DeputyJones	"Virginia Governor wants to instigate another ""Charlottesville"" by removing the Robert E. Lee statue. I wouldn't fall for it. If you protest, the media would add that to the ongoing race war. You'd be falling for their trap by showing up."	0
277a202e407945efae49ef07d22ebb46	Post2020	EXPLOSIVE: OBAMA AND RENZI, FORMER PM OF ITALY ORCHESTRATED THE THEFT OF U.S. ELECTION	0
ddbabe2c40fb4878bf2bd6677bdf9f8d	Audribadmanchasteen	Joe Biden Proposes Reviving Obama Social Security Gun Ban - David Harris Jr..	0
af8d18aeb23f4243a5166c10a8918a18	KathyforTruth	Remember The Hail Mary's	0
0cfc10ecf19e43ca9dd2407335961fef	dfwactivist	"328 million Americans are allowing less than 100 Elitist criminals to destroy us and our country. 

Let that soak in!"	1
2b3f944d809e48f89ad53d623835289e	andreaostrovletania	"Andy Cuomo is a Total Dumbfuck (Bitchute Exclusive)
Styxhexenhammer666"	1
d9f8acb81c47497bb9b084b42cbe9e24	Szwalch	Kamala toe is a complete idiot.	1
5a1bcd4727ae45bb811b5b36c2646c60	Nanvasa	President Trump Claims He Will Declassify Everything Over Democrat Lying And Treason | The Daily Wire	0
